nct_id,title,status,phase,conditions,keywords,interventions
NCT05059951,Chemotherapy With or Without Immune Checkpoint Inhibitors for Lung Cancer,RECRUITING,NA,Non Small Cell Lung Cancer,"Chemotherapy, Immune Checkpoint Inhibitors",Immune checkpoint inhibitor
NCT06410651,Nimotuzumab Concurrent With Chemoradiotherapy for Patients With Unresectable Esophageal Squamous Cell Carcinoma,RECRUITING,PHASE2,Esophageal Cancer | Nimotuzumab | Chemoradiotherapy | Chemotherapy | Immunotherapy,,Nimotuzumab with chemoradiotherapy
NCT01468896,"Cetuximab and Recombinant Interleukin-12 in Treating Patients With Squamous Cell Carcinoma of the Head and Neck That is Recurrent, Metastatic, or Cannot Be Removed by Surgery",ACTIVE_NOT_RECRUITING,"PHASE1, PHASE2",Metastatic Head and Neck Squamous Cell Carcinoma | Recurrent Head and Neck Squamous Cell Carcinoma | Unresectable Head and Neck Squamous Cell Carcinoma,,Cetuximab | Edodekin alfa | Laboratory Biomarker Analysis
NCT07053462,CRISPR-Edited HLA Donor Kidney Transplant to Reduce Rejection Risk,RECRUITING,"PHASE1, PHASE2",End-Stage Renal Disease | End Stage Renal Disease on Dialysis | End Stage Renal Disease With Renal Transplant | Kidney Transplant Rejection | Kidney Tumor | Kidney Failure | Kidney Ischemia,HLA Mismatch Immunogenicity | Transplant Rejection (Immunologic) | Kidney Transplantation (Allograft) | Kidney Failure | CRISPR-Cas9 | Kidney Transplant | Human Leukocyte Antigen (HLA) | Immunogenicity Reduction | Graft Rejection Prevention,Ex Vivo CRISPR-Cas9 Gene Editing of Donor Kidney | Kidney Transplantation with Standard Care
NCT03424005,A Study Evaluating the Efficacy and Safety of Multiple Treatment Combinations in Patients With Metastatic or Locally Advanced Breast Cancer,RECRUITING,"PHASE1, PHASE2",Metastatic Breast Cancer,,Capecitabine | Atezolizumab | Ipatasertib | SGN-LIV1A | Bevacizumab | Chemotherapy (Gemcitabine + Carboplatin or Eribulin) | Selicrelumab | Tocilizumab | Nab-Paclitaxel | Sacituzumab Govitecan | Abemaciclib | Fulvestrant | Ribociclib (Dose #1) | Inavolisib (Dose #1) | Trastuzumab Deruxtecan | Ribociclib (Dose #2) | Letrozole | Inavolisib (Dose #2) | Inavolisib | Empagliflozin | Palbociclib | Metformin | Atirmociclib
NCT04035486,A Study of Osimertinib With or Without Chemotherapy as 1st Line Treatment in Patients With Mutated Epidermal Growth Factor Receptor Non-Small Cell Lung Cancer (FLAURA2),ACTIVE_NOT_RECRUITING,PHASE3,Non-Small Cell Lung Cancer,Locally | Advanced | Metastatic | Carcinoma | Non-Small Cell Lung Cancer | Osimertinib | Tagrisso,Osimertinib | Pemetrexed/Carboplatin | Pemetrexed/Cisplatin
NCT04225117,A Study to Evaluate Enfortumab Vedotin in Subjects With Locally Advanced or Metastatic Malignant Solid Tumors (EV-202),ACTIVE_NOT_RECRUITING,PHASE2,Locally Advanced or Metastatic Malignant Solid Tumors,Squamous NSCLC | Triple negative breast cancer (TNBC) | ASG-22CE | non-small cell lung cancer (NSCLC) | Hormone receptor-positive/ human epidermal growth factor receptor 2-negative (HR+/HER2-) breast cancer | non-squamous NSCLC | locally advanced or metastatic malignant solid tumors | Head and neck cancer | EV-202 | Gastric or gastroesophageal junction (GEJ) or esophageal cancer,enfortumab vedotin | pembrolizumab
NCT01785420,Pre Operative Trastuzumab in Operable Breast Cancer,RECRUITING,PHASE3,Carcinoma Breast Stage I | HER2 Positive Breast Cancer,Pre-operative Trastuzumab Protocol,Trastuzumab | Placebo
NCT06299124,"A Phase I Study of RGT-419B in Patients With HR-Positive, HER2-Negative Advanced Breast Cancer or Other Solid Tumors",ACTIVE_NOT_RECRUITING,PHASE1,Breast Cancer | Advanced Solid Tumor,,RGT-419B
NCT04802876,Efficacy of Tislelizumab and Spartalizumab Across Multiple Cancer-types in Patients with PD1-high MRNA Expressing Tumors,ACTIVE_NOT_RECRUITING,PHASE2,MSI-H Colorectal Cancer | Melanoma | Anal Carcinoma | Mesothelioma | Triple Negative Breast Cancer | Lung Adenocarcinoma | Cholangiocarcinoma | Cervical Carcinoma | Kidney Clear Cell Carcinoma | Stomach Adenocarcinoma | Esophageal Adenocarcinoma | Uterine Adenocarcinoma | Head and Neck Squamous Cell Carcinoma | Sarcoma | Lung Squamous Cell Carcinoma | Urothelial Carcinoma | Thyroid Carcinoma | Hepatocellular Carcinoma | Uveal Melanoma | HER2-positive Breast Cancer | Pancreatic Adenocarcinoma | Squamous Esophageal Carcinoma | Epithelial Ovarian Cancer | Uterine Carcinosarcoma | Small Cell Lung Cancer | Hormone Receptor Positive / HER2-negative Breast Cancer | Lung Adenocarcinoma EGFR-mutated/ ALK Traslocation | Colorectal Adenocarcinoma | Prostate Adenocarcinoma | Carcinoma of Unknown Primary | Other Histology,PD1 | Immunotherapy,Spartalizumab | Tislelizumab
NCT05456256,A Study of LP-300 With Carboplatin and Pemetrexed in Never Smokers With Advanced Lung Adenocarcinoma,RECRUITING,PHASE2,"Adenocarcinoma of Lung | Carcinoma, Non-Small-Cell Lung",never smoker | non smoker | EGFR | ALK | ROS | MET | tyrosine kinase inhibitor | TKI | pemetrexed | carboplatin | NSCLC | never-smoker | non-smoker | TK inhibitor | lung cancer,LP-300 | Pemetrexed | Carboplatin
NCT02503722,Testing the Combination of MLN0128 (TAK-228) and AZD9291 in Advanced EGFR (Epidermal Growth Factor Receptor) Mutation Positive Non-small Cell Lung Cancer,ACTIVE_NOT_RECRUITING,PHASE1,Metastatic Lung Non-Small Cell Carcinoma | Recurrent Lung Non-Small Cell Carcinoma | Stage III Lung Non-Small Cell Cancer AJCC v7 | Stage IIIA Lung Non-Small Cell Cancer AJCC v7 | Stage IIIB Lung Non-Small Cell Cancer AJCC v7 | Stage IV Lung Non-Small Cell Cancer AJCC v7,,Laboratory Biomarker Analysis | Osimertinib | Pharmacological Study | Sapanisertib
NCT04849481,The Research Plan of Taiwan Precision Medicine,RECRUITING,NA,Non-small-cell Lung Cancer,"non-small-cell lung cancer, next-generation sequencing",
NCT06481566,"Efficacy and Safety of Almonertinib Combined With Stereotactic Body Radiotherapy (SBRT) in the Treatment of Non-small Cell Lung Cancer With EGFR Sensitive Mutation: a Single-arm, Open-label Clinical Trial",RECRUITING,NA,Non-small Cell Lung Cancer,Non-small cell lung cancer | Stereotactic Ablative Body Radiotherapy | EGFR-TKI,stereotactic ablative body radiotherapy
NCT06902545,A Study to Observe the Safety of VYLOY (Zolbetuximab) in People in South Korea With Gastric or Gastroesophageal Junction Cancer.,RECRUITING,NA,Locally Advanced Unresectable Gastroesophageal Junction (GEJ) Adenocarcinoma or Cancer | Locally Advanced Unresectable Gastric Adenocarcinoma or Cancer | Metastatic Gastric Adenocarcinoma or Cancer | Metastatic Gastroesophageal Junction (GEJ) Adenocarcinoma,Locally Advanced Unresectable Gastroesophageal Junction (GEJ) Adenocarcinoma Cancer | Locally Advanced Unresectable Gastric Adenocarcinoma Cancer | Metastatic Gastric Adenocarcinoma Cancer | Metastatic Gastroesophageal Junction (GEJ) Adenocarcinoma | Claudin 18.2 | Human epidermal growth factor receptor 2 (HER2) Negative | zolbetuximab | Pharmcovigilence,zolbetuximab
NCT06429839,Nimotuzumab Concurrent With Chemoradiotherapy for Esophageal Cancer Patients,RECRUITING,PHASE2,Esophageal Cancer | Nimotuzumab | Chemoradiotherapy | Chemotherapy | Immunotherapy,,Nimotuzumab with chemoradiotherapy
NCT06616766,"A Phase 1/2, Open-label, Multicenter, FIH Study to Evaluate Safety, Tolerability, PK and Anti-tumor Activity of YH42946",RECRUITING,"PHASE1, PHASE2",NSCLC (Non-small Cell Lung Cancer) | Solid Tumor,YH42946-101,YH42946
NCT04624373,Genotyping of Ebus-tbna Supernant Cell-free Dna in Nsclc,RECRUITING,NA,Lung Cancer,NSCLC | genotyping | liquid biopsy | cytology supernatant,Molecular analysis of surnatant
NCT06722612,Chemotherapy Combined With Targeted Therapy for High-risk HER2 Positive and Lymph Node Negative Early Breast Cancer,RECRUITING,NA,HER2-positive Breast Cancer,Taxane | target therapy | carboplatin,
NCT06781281,NabPE With or Without Serplulimab for Early-stage HR+/HER2- Breast Cancer.,RECRUITING,NA,Breast Cancer Invasive,HR+/HER2- | PD1 | Real-world study,Serplulimab | NabPE
NCT05786430,Lazertinib+Pemetrexed/Carboplatin in Patients With EGFR Sensitizing Mutation Positive Recurrent or Metastatic Non-Small Cell Lung Cancer Failed to Prior Lazertinib,ACTIVE_NOT_RECRUITING,PHASE2,Non-small Cell Lung Cancer,,Lazertinib/Pemetrexed/Carboplatin
NCT06469944,Substudy 06C: A Study of Investigational Agents With Pembrolizumab (MK-3475) and Chemotherapy in Participants With First-Line Locally Advanced Unresectable/Metastatic Gastroesophageal Adenocarcinoma (MK-3475-06C/KEYMAKER-U06),RECRUITING,"PHASE1, PHASE2",Gastroesophageal Junction | Gastroesophageal Adenocarcinoma | Esophageal Neoplasms | Esophageal Cancer,"Programmed Cell Death-1 (PD1, PD-1) | Programmed Cell Death 1 Ligand 1(PDL1, PD-L1) | Programmed Cell Death 1 Ligand 2 (PDL2, PD-L2)",Pembrolizumab | Sacituzumab Tirumotecan (sac-TMT) | Capecitabine | Leucovorin | Levoleucovorin | 5-Fluorouracil (5-FU) | Oxaliplatin | Patritumab Deruxtecan
NCT06987734,Neoadjuvant Sugemalimab + Chemotherapy Followed by Adjuvant Sugemalimab for Patients With Resectable Stage II-IIIA Non-small-cell Lung Cancer Patients,RECRUITING,PHASE2,Lung Cancer (NSCLC),Neoadjuvant | NSCLC | immunotherapy | adjuvant,Neoadjuvant Sugemalimab + Chemotherapy Followed by Adjuvant Sugemalimab
NCT04895358,Study of Pembrolizumab (MK-3475) Plus Chemotherapy Versus Placebo Plus Chemotherapy for HR+/HER2- Locally Recurrent Inoperable or Metastatic Breast Cancer (MK-3475-B49/KEYNOTE-B49),ACTIVE_NOT_RECRUITING,PHASE3,Breast Neoplasms,"programmed cell death receptor 1 (PD-1, PD1) | programmed cell death receptor ligand 1 (PD-L1, PDL1) | programmed cell death receptor ligand 2 (PD-L2, PDL2) | human epidermal growth factor 2 negative (HER2-) | hormone receptor positive (HR+) | estrogen receptor positive (ER+) | progesterone receptor positive (PR+) | metastatic | inoperable",pembrolizumab | paclitaxel | nab-paclitaxel | liposomal doxorubicin | capecitabine | normal saline | dextrose
NCT07185997,Study to Evaluate Efficacy and Safety of Firmonertinib Compared With Investigator's Choice of EGFR Inhibitor as First-Line Treatment in Participants Who Have Locally Advanced or Metastatic NSCLC With EGFR P-Loop and Alpha C-Helix Compressing (PACC) Uncommon Mutations,RECRUITING,PHASE3,Non-Small-Cell Lung Cancer | Metastatic Non-Small-Cell Lung Cancer | Advanced Non-Small-Cell Lung Cancer | EGFR P-Loop and Alpha C-Helix Compressing | EGFR PACC | EGFR Uncommon Mutations,Non-Small Cell Lung Cancer (NSCLC) | PACC | Firmonertinib | Furmonertinib | AST2818 | FURMO-006 | Drug-Therapy | Metastatic Non-Small Cell Lung Cancer | Advanced Non-Small Cell Lung Cancer | NSCLC | Osimertinib | Afatinib | metastatic NSCLC first-line treatment | Carcinoma NSCLC | Respiratory tract neoplasms | Bronchial Neoplasms | Protein Kinase Inhibitors | tyrosine kinase inhibitor (TKI) | Alflutinib | Lung neoplasms | EGFR | EGFR kinase domain mutations | EGFR activating mutation | EGFR mutation of unknown significance | Non-classical EGFR mutation | EGFR uncommon mutations | EGFR atypical mutations | G719X | S768I | E709X | E709_T710delinsD | G779F | L747X | V774M | L747P/S | R776C/H | G724S | E736K | I740_K745dup | N771G | K757M/R | V769L/M,Firmonertinib | EGFR-TKI inhibitor based on investigator's choice
NCT05852990,Glutamine Plus L. Reuteri Prevents TKI Therapy-diarrhea in Patients With NSCLC,RECRUITING,PHASE3,Non-Small Cell Lung Cancer With EGFR Mutation,Non-Small Cell Lung Cancer | EGFR mutation | Glutamine | Lactobacillus reuteri | standard-care diet,Glutamine plus L. reuteri
NCT03587740,ATOP TRIAL: T-DM1 in HER2 Positive Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE2,Breast Cancer,Breast Cancer,T-DM1
NCT07379476,Local Ablative Therapy to Oligoresidual Metastasis in EGFR Mutated Non-small Cell Lung Cancer,RECRUITING,PHASE2,Lung Cancer (NSCLC),,Local ablative therapy | Osimertinib alone
NCT06959108,"Clinical Trial Comparing Induction Treatment With EGFR-ADC MRG003 Alone or in Combination With the Anti PD1 Pucotenlimab, Followed by Radiochemotherapy in Locally Advanced Squamous Cell Cancers of the Head and Neck",RECRUITING,PHASE2,Locally Advanced Head and Neck Squamous Cell Carcinoma,,Pucotenlimab | MRG003
NCT05983107,Chidamide/Everolimus for PIK3CA Wild-type/Mutant HR+/HER2- Advanced Breast Cancer,RECRUITING,PHASE2,HR+/HER2- Advanced Breast Cancer | Targeted Therapy,,Everolimus | Chidamide | Endocrine therapy | Ovarian function suppression(OFS)
NCT06382116,A Study Comparing BL-B01D1 With Platinum Based Chemotherapy in Patients With Locally Advanced or Metastatic Non-small Cell Lung Cancer(PANKU-Lung01),ACTIVE_NOT_RECRUITING,PHASE3,Non-small Cell Lung Cancer,,BL-B01D1 | Pemetrexed+Cisplatin or Carboplatin
NCT06982521,Phase 3 Study of RLY-2608 + Fulvestrant vs Capivasertib + Fulvestrant as Treatment for Locally Advanced or Metastatic PIK3CA-mutant HR+/HER2- Breast Cancer,RECRUITING,PHASE3,PIK3CA Mutation | HER2- Negative Breast Cancer | Hormone Receptor Positive Tumor | Breast Cancer | Metastatic Breast Cancer | Advanced Breast Cancer,,RLY-2608 | Capivasertib | Fulvestrant
NCT05296798,"A Study to Evaluate the Efficacy and Safety of Giredestrant in Combination With Phesgo (Pertuzumab, Trastuzumab, and Hyaluronidase-zzxf) Versus Phesgo in Participants With Locally Advanced or Metastatic Breast Cancer (heredERA Breast Cancer)",ACTIVE_NOT_RECRUITING,PHASE3,Locally Advanced or Metastatic Breast Cancer,,Phesgo | Giredestrant | Docetaxel | Paclitaxel | LHRH Agonist | Optional Endocrine Therapy of Investigator's Choice
NCT05805631,Intrathecal Pemetrexed for Leptomeningeal Metastasis in EGFR-Mutant NSCLC,RECRUITING,PHASE2,"Carcinoma, Non-Small-Cell Lung | Epidermal Growth Factor Receptor | Leptomeningeal Metastasis",,Pemetrexed
NCT04081701,68-Ga DOTATATE PET/MRI in the Diagnosis and Management of Somatostatin Receptor Positive CNS Tumors.,RECRUITING,PHASE4,CNS Tumors | Meningioma | Esthesioneuroblastoma | Hemangioblastoma | Medulloblastoma | Paraganglioma | Pituitary Adenoma,,Ga68-DOTATATE-PET/MRI
NCT06311981,Carbon Ion Radiotherapy for Locally Advanced Lung Cancer in Elderly Patients,RECRUITING,PHASE2,Non-small Cell Lung Cancer | Older People | Carbon Ion Radiotherapy | Radiotherapy Side Effect,,carbon ion radiotherapy | targeted therapy | single regimen chemotherapy in sequence with radiotherapy
NCT03701334,A Trial to Evaluate Efficacy and Safety of Ribociclib With Endocrine Therapy as Adjuvant Treatment in Patients With HR+/HER2- Early Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE3,Early Breast Cancer,adjuvant treatment of Hormone Receptor positive (HR+) | Human Epidermal Growth Factor Receptor 2 negative (HER2-) | Early Breast Cancer (EBC) | HR+/HER2- | adjuvant | Ribociclib (LEE011) | CDK4/6 inhibitor,Ribociclib | Endocrine Therapy (ET)
NCT05573893,"PROVIDENCE - Prospective Non-interventional Study (NIS) to Examine Patient-reported Outcomes and Real-world Clinical Data in Patients With HER2-positive, HER2-low or HER2-ultralow Unresectable or Metastatic Breast Cancer Treated With Trastuzumab Deruxtecan",RECRUITING,NA,Breast Neoplasms | Breast Cancer | Neoplasm Metastasis,"Trastuzumab-Deruxtecan, | Human epidermal growth factor receptor 2 Positive Breast Cancer, | Human epidermal growth factor receptor 2 Low Breast Cancer, | Human epidermal growth factor receptor 2 Ultralow Breast Cancer,",
NCT07524816,Real World Practice With Academic Anti CD19 CAR-T Cell Therapy in Relapse/Refractory B-cell Lymphoma,RECRUITING,NA,Large B-Cell Lymphoma (LBCL),academic CAR-T cell products | r/r large B-cell lymphomas | efficacy | safety,CAR-T cell therapy
NCT06660511,Exploratory Study on the Safety and Efficacy of Disitamab Vedotin in Combination with Anlotinib Hydrochloride for the Treatment of HER-2-expressing Recurrent Platinum-resistant Ovarian Cancer.,RECRUITING,EARLY_PHASE1,Ovarian Cancer Recurrent,Ovarian Cancer Recurrent,Disitamab Vedotin in Combination With Anlotinib Hydrochloride
NCT04235114,Evaluation of 89Zr-DFO-nimotuzumab for Non-invasive Imaging of EGFR+ Cancers by Positron Emission Tomography (PET),RECRUITING,"PHASE1, PHASE2",Lung Cancer | Colorectal Cancer,89Zr | Nimotuzumab | Lung cancer | Colorectal cancer | EGFR | PET | PET/CT | Imaging | 89Zr-DFO-nimotuzumab,50 mg 89Zr-DFO-Nimotuzumab | 1 mg 89Zr-DFO-Nimotuzumab
NCT06452706,The Clinical Trial of TQB2102 for Injection Against Human Epidermal Growth Factor Receptor 2 Negative Breast Cancer,RECRUITING,PHASE2,Breast Cancer,,TQB2102 for injection
NCT05745857,Oral Bevacizumab-800CW and Cetuximab-800CW Administration to Detect Early Esophageal Adenocarcinomas,RECRUITING,PHASE2,Barrett's Esophagus Without Dysplasia | Barrett Oesophagitis With Dysplasia | Esophageal Adenocarcinoma,Fluorescence molecular endoscopy | Spectroscopy | Barrett's esophagus | Esophageal adenocarcinoma,Avastin | Erbitux | Fluorescence endoscopy and multi-diameter single fiber reflectance/single fiber fluorescence (MDSFR/SFF) spectroscopy
NCT05983432,Evaluate BL-B01D1 in Patients With Metastatic or Unresectable Non-Small Cell Lung Cancer (NSCLC) and Other Solid Tumors,RECRUITING,PHASE1,Non Small Cell Lung Cancer | Lung Cancer | Breast Cancer | Esophageal Cancer | Small Cell Lung Cancer | Nasopharyngeal Cancer | Head and Neck Squamous Cell Carcinoma | Prostate Adenocarcinoma | Ovarian Cancer | Endometrial Cancer | Cervical Cancer | Triple Negative Breast Cancer,,BL-B01D1
NCT04776655,Study in mCRC Patients RAS/BRAF wt Tissue and RAS Mutated LIquid BIopsy to Compare FOLFIRI Plus CetuxiMAb or BevacizumaB,RECRUITING,PHASE3,Colorectal Cancer | Metastatic Colorectal Cancer | RAS Mutation,mCRC | liquid biopsy | RAS,Bevacizumab | Cetuximab | 5-FU | Irinotecan | Calcium levofolinate
NCT06195189,Sunvozertinib Combined With Chemotherapy for EGFRm After EGFR-TKI Treatment Failure：Phase I/II,RECRUITING,"PHASE1, PHASE2",Non Small Cell Lung Cancer,Non Small Cell Lung Cancer | Sunvozertinib | EGFR | chemotherapy,Sunvozertinib | Chemotherapy
NCT06751498,The Value of a Convolutional Neural Network-Based Renal Artery Perfusion Model in Predicting Renal Function After Partial Nephrectomy: A Prospective Study,RECRUITING,NA,Renal Cell Cancer,Articicial Intelligence | convolutional neural network | renal arterial perfusion model | partial nephrectomy | fractional renal function,
NCT04584008,Targeted Agent Evaluation in Digestive Cancers in China Based on Molecular Characteristics,ACTIVE_NOT_RECRUITING,NA,Biliary Tract Neoplasms | Gastric Cancer | Esophageal Squamous Cell Carcinoma | Colorectal Cancer | Gastrointestinal Stromal Tumors | Pancreatic Cancer | Neuroendocrine Tumors | Unknown Primary Cancer | Digestive Cancer,Umbrella Study | Next Generation Sequence,"FGFR Inhibitor, IDH1 Inhibitor, HER2 Inhibitor, PARP Inhibitor, BRAF Inhibitor, MEK Inhibitor, ICIs, EGFR-TKIs, NTRK-TKI, and et. al. | Other Therapy"
NCT05967689,A Study of Zipalertinib in Patients With Advanced Non-Small Cell Lung Cancer With Epidermal Growth Factor Receptor (EGFR) Exon 20 Insertions or Other Uncommon Mutation.,RECRUITING,PHASE2,Advanced or Metastatic NSCLC Harboring Epidermal Growth Factor Receptor (EGFR) Exon 20 Insertion (ex20ins) Mutations,"NSCLC | Carcinoma | Non-Small Cell Lung | Lung disease | locally advanced/ metastatic | ex20ins mutation | Insertion Mutations | EGFR uncommon/ single mutation Phase 2, Phase 2b, Phase II Exon 20 | TAS6417/ CLN-081",TAS6417 | CYP Cocktail | Transporter Cocktail
NCT06926868,"A Study of Izalontamab Brengitecan Versus Chemotherapy in Participants With Previously Untreated, Locally Advanced, Recurrent Inoperable, or Metastatic Triple-negative Breast Cancer Ineligible for Anti-PD(L)1 Drugs (IZABRIGHT-Breast01)",RECRUITING,"PHASE2, PHASE3",Breast Neoplasms,triple-negative breast cancer | antibody-drug conjugate | ER-low/HER2-negative breast cancer,Iza-bren | Nab-paclitaxel | Paclitaxel | Capecitabine | Carboplatin | Gemcitabine
NCT05845450,Pre-operative Targeted Treatments in Molecularly Selected Resectable Colorectal Cancer (UNICORN),RECRUITING,PHASE2,Colorectal Cancer | Resectable Colorectal Carcinoma,targeted treatment | molecular alterations | platform trial,Trastuzumab deruxtecan | Durvalumab | Panitumumab | Botensilimab | Balstilimab | Sotorasib | Vorbipiprant | Nivolumab | Amivantamab | Botensilimab | Balstilimab
NCT06863506,Phase II Clinical Study of Befotertinib in EGFR Non-classical Mutant NSCLC,RECRUITING,PHASE2,NSCLC (Non-small Cell Lung Cancer),,befotertinib
